Source,Target
ChallengerJoe,TheOriginalCOTD
ChallengerJoe,Dodge
FordMustang,noatalex
BethPaintings,GreatLakesFinds
bdnews24,bdnews24
BoKnowsRacing,jimbutner
BoKnowsRacing,NHRA
anassereis94,SVT_Cobras
mattmaran,Mustang6G
USBodySource,F0rdAmerican
ChallengerJoe,ChallengerJoe
PrimetimeTestMi,RochesterHillsC
Garcia_Daniel30,StewartHaasRcng
FordMustang,malasuprema
ChallengerJoe,TheOriginalCOTD
alvarillus,desmarquemotor
sonyasparks,sonyasparks
MustangAddictMX,ANCM_Mx
ChallengerJoe,melange_music
NittoTire,FormulaD
NittoTire,FormulaD
jwok_714,MustangsUNLTD
11_Porsche,SVT_Cobras
sonyasparks,sonyasparks
SVT_Cobras,SVT_Cobras
MRO_Products,InstantTimeDeal
sydneylett,FordMuscleJP
sydneylett,FordMustang
Rubilla25,ahorralo
deljohnke,deljohnke
Cobra3dD,mustang_marie
Cobra3dD,FordMustang
austria63amy,austria63amy
austria63amy,DriveHaard
austria63amy,FAFBulldog
austria63amy,CasiErnst
austria63amy,Carshitdaily
austria63amy,FordMustang
austria63amy,MuscleCars
austria63amy,FordMustangSA
BorsaKaplaniFun,BorsaKaplaniFun
chevrolet,austyle70
KingOfTheRoadII,ANCM_Mx
ajdupontz28,mecum
estahthor,Feuerrad1
estahthor,JungereCato
estahthor,liebmeinland
RickWareRacing,ECUAthletics
RickWareRacing,BMSupdates
RickWareRacing,pirateradio1250
ChallengerJoe,ChallengerJoe
Motor1com,Ford
DrKavarga,kblock43
DrKavarga,felipepantone
DrKavarga,Palms
tdlineman,tdlineman
JRGStuff,GlenmarchCars
JRGStuff,GlenmarchCars
FordMustang,Amberr_nicolee0
ChallengerJoe,TheOriginalCOTD
FordMustang,FaytYT
bgbrwneyesNY,eBay
BethPaintings,angie_1149
CraigJo80374965,ClassicCarsSMG
Team_Penske,DiscountTire
Team_Penske,keselowski
OldShedVintage,Etsy
sdraceupdates,speedwaydigest
EricsMuscleCars,EricsMuscleCars
FordMustang,airrekk3500
SiwachiTerrence,CARandDRIVER
SiwachiTerrence,Ford
jarek781,OldCarNutz
sonyasparks,sonyasparks
Ric9871Ric,Ric9871Ric
StewartHaasRcng,hbpizza
StewartHaasRcng,KevinHarvick
SVT_Cobras,SVT_Cobras
Brendan85240221,StewartHaasRcng
Brendan85240221,Aric_Almirola
Brendan85240221,SmithfieldBrand
David_Kudla,Ford
Roush6Team,RyanJNewman
Roush6Team,BMSupdates
Roush6Team,WyndhamRewards
AutoShowWpg,roadshow
anassereis94,SVT_Cobras
cholloamazones,ahorralo
sdraceupdates,speedwaydigest
XZTHO,XZTHO
DODGERAM2500V10,Moparunlimited
capttere,barnfinds
EuroNASCAR,Bandera_cuadro
EuroNASCAR,REOfficial
motorpuntoes,FordSpain
motorpuntoes,Ford
motorpuntoes,FordEu
USBodySource,USBodySource
vdstaff58,ANCM_Mx
FasterMachines,melange_music
speedcafe,TickfordRacing
Geopsa,autoexcellence7
StangTV,FordPerformance
Roush6Team,BMSupdates
Roush6Team,WyndhamRewards
KenLingenfelter,Bringatrailer
Cladounnet,mustang_marie
Cladounnet,FordMustang
471Street,Moparunlimited
pvdapproved,hdvaleting
EHoleik,USClassicAutos
SantchiWeb,StewartHaasRcng
SantchiWeb,Daniel_SuarezG
SantchiWeb,Haas_Automation
AlfidioValera,PublicautoChile
AlfidioValera,Ford
FordMustang,julisaramirez_
DodgeMX,everped
DodgeMX,everped
chevrolet,DaleE9_88
LXandBeyondNats,1fatchance
LXandBeyondNats,Dodge
LXandBeyondNats,OfficialMOPAR
My_Octane,DaSupercarBlog
Aric_Almirola,StewartHaasRcng
motorpuntoes,FordSpain
motorpuntoes,Ford
motorpuntoes,FordEu
StewartHaasRcng,ChaseBriscoe5
StewartHaasRcng,nutri_chomps
ForestSimple,SVT_Cobras
torquenewsauto,torquenewsauto
torquenewsauto,Ford
FullMotorChile,autosterracar
Brendan85240221,StewartHaasRcng
Brendan85240221,SmithfieldBrand
StewartHaasRcng,Aric_Almirola
FullMotorChile,wcars_chile
Mark_R1_5VY,Darkman89
MRO_Products,InstantTimeDeal
FordMustang,WillieLambert16
chevrolet,KellyGrizzard1
MerrickMotors,FiatChrysler_NA
MerrickMotors,Dodge
FordMustang,Realfastdad
EricsMuscleCars,EricsMuscleCars
FordMustang,jeremiyahjames_
V8Sleuth,chazmozzie
V8Sleuth,TickfordRacing
sparkysrodshop,DaveintheDesert
FordMustang,mean1ne_
MustangAddictMX,FordMX
nation_myers,speedwaydigest
speedwaydigest,speedwaydigest
EspiritMontjuic,Circuitcat_cat
jwok_714,mustangsinblack
ChallengerJoe,FiatChrysler_NA
ChallengerJoe,Dodge
ChallengerJoe,NexenTireUSA
StellasDad12,mark_melbin
StellasDad12,NRA
MichaelLeek1,SVT_Cobras
vdstaff58,Barrett_Jackson
vdstaff58,Ford
MRO_Products,InstantTimeDeal
FordMustang,MustangRon3
rsboles,DaveintheDesert
AlfidioValera,AlfidioValera
nation_myers,Team_Penske
nation_myers,AustinCindric
nation_myers,moneylionracing
nation_myers,BMSupdates
RealCarFacts,Gyrhead_Sons
MRO_Products,InstantTimeDeal
deljohnke,deljohnke
MRO_Products,InstantTimeDeal
FiatChrysler_NA,Dodge
FiatChrysler_NA,NexenTireUSA
Roush6Team,RyanJNewman
Roush6Team,WyndhamRewards
UKWildcatgal,68StangOhio
FordMustang,RiannaSoSweet
ChallengerJoe,trackshaker
exitspeed01,GlenmarchCars
exitspeed01,GlenmarchCars
StewartHaasRcng,SmithfieldBrand
SVT_Cobras,SVT_Cobras
